id_matricula,rut_estudiante,nombre_estudiante,fecha_nacimiento,sexo,comuna,curso,promedio_notas,asistencia_pct,programa_apoyo,necesidad_educativa,nombre_apoderado,telefono_apoderado
M-7954,23230557-1,Lucas Fuentes Flores,2011-02-28,M,Tomé,1º B,6.4,94,Ninguno,No,Vicente Díaz,941077276
M-7955,23169316-0,Isidora Sepúlveda Rojas,2011-04-10,F,Talcahuano,1º C,5.5,90,Apoyo psicosocial,No,Martina Díaz,989428600
M-7956,20868622-2,Agustín Araya Contreras,2007-06-01,M,San Pedro de la Paz,2º B,6.0,85,Beca alimentación,No,Martina Araya,971608075
M-7957,20710944-2,Benjamín González Silva,2007-05-24,M,Chiguayante,4º B,5.2,90,Beca alimentación,No,Vicente Rojas,997695444
M-7958,22264536-7,Sofía Hernández Muñoz,2008-03-04,F,Coronel,3º A,6.5,73,Ninguno,No,Matías Díaz,983230329
M-7959,20609991-5,Catalina Rojas Muñoz,2010-12-18,F,Hualpén,2º C,5.6,81,Beca alimentación,No,Catalina Soto,989632478
M-7960,23828197-6,Emilia Rojas Vega,2010-05-18,F,San Pedro de la Paz,4º B,4.6,82,Ninguno,No,Isidora Araya,979160723
M-7961,23669495-5,Emilia Vega Espinoza,2007-12-24,F,Concepción,2º C,5.3,94,Ninguno,TDAH,Sofía Torres,968208951
M-7962,20474312-4,Antonia Torres Espinoza,2011-01-14,F,Talcahuano,3º A,5.7,99,Ninguno,No,Isidora Soto,991084502
M-7963,22708853-9,Martina González Rojas,2008-08-09,F,Talcahuano,2º B,5.7,83,Programa de integración (PIE),No,Diego Fuentes,947748783
M-7964,21741467-6,Antonia López Sepúlveda,2007-01-27,F,Concepción,4º A,6.0,92,Ninguno,No,Florencia Soto,960316954
M-7965,24443871-1,Josefa González Soto,2010-11-16,F,Tomé,3º A,5.2,100,Retención escolar,No,Emilia Díaz,949849728
M-7966,24211013-1,Tomás Vega Pérez,2011-03-23,M,Concepción,2º B,4.4,92,Retención escolar,No,Tomás Flores,975842150
M-7967,24450572-9,Javiera Vega Contreras,2012-11-04,F,Hualpén,2º B,4.7,95,Programa de integración (PIE),No,Vicente Rojas,984286947
M-7968,23265895-4,Martín Torres Díaz,2007-11-28,M,Concepción,1º C,5.6,76,Apoyo psicosocial,No,Martina Martínez,921591559
M-7969,23357473-8,Matías Martínez Torres,2012-11-22,M,Tomé,3º A,5.3,90,Ninguno,No,Isidora Silva,952895397
M-7970,22764024-K,Benjamín Sepúlveda Vega,2008-06-09,M,Concepción,3º A,5.8,87,Beca alimentación,No,Agustín Díaz,977176915
M-7971,22556994-7,Agustín Morales Fuentes,2008-02-05,M,Concepción,4º C,5.8,100,Apoyo psicosocial,No,Antonia Araya,940865417
M-7972,22548159-4,Florencia Rojas Martínez,2009-04-08,F,Chiguayante,4º A,5.6,89,Retención escolar,No,Josefa Muñoz,977985704
M-7973,20816847-7,Agustín Pérez Flores,2007-02-22,M,Hualpén,1º A,5.5,86,Programa de integración (PIE),No,Martina Soto,918470416
M-7974,22861299-1,Florencia Morales Pérez,2011-03-02,F,Concepción,1º A,6.2,91,Programa de integración (PIE),No,Florencia Rodríguez,987195101
M-7975,22892421-7,Antonia Díaz González,2010-06-12,F,Talcahuano,3º A,5.5,98,Ninguno,No,Catalina Martínez,955990077
M-7976,23518890-8,Joaquín Araya Contreras,2008-07-17,M,Coronel,3º A,5.0,99,Retención escolar,No,Antonia López,954193837
M-7977,22111721-9,Diego González Fuentes,2010-05-20,M,Concepción,1º C,4.6,83,Ninguno,TDAH,Gabriel López,933564879
M-7978,24024548-K,Lucas Flores Silva,2011-04-16,M,Concepción,4º A,4.2,98,Ninguno,No,Martina Sepúlveda,926223781
M-7979,22621277-5,Vicente Muñoz Contreras,2009-11-11,M,Talcahuano,4º B,4.4,82,Ninguno,No,Isidora Vega,995152146
